product_name	product_url	category	status	stars
YO Earpods With Mic Compatible with Apple Phone	https://yoshops.com/products/yo-earpods-with-mic-compatible-with-apple-phone	Headphones	Reviewd	5.0
Philip SHE 3590WT/98 Headphone (White)	https://yoshops.com/products/philip-she-3590wt98-headphone-white	Headphones	Reviewd	5.0
Yo 400 Wireless Bluetooth Headphones (Black)	https://yoshops.com/products/yo-400-wire-less-headphones-bluetooth	Headphones	Reviewd	5.0
Zebronics BH330 Bluetooth Headphones	https://yoshops.com/products/zebronics-bh330-bluetooth-headphones	Headphones	Reviewd	5.0
Onlite Wireless Bluetooth Headphone With Mic (Black)	https://yoshops.com/products/onlite-wireless-bluetooth-headphone-with-mic-black	Headphones	unreviewed	0.0
JBL T280A In Ear Headphone	https://yoshops.com/products/jbl-t280a-in-ear-headphone	Headphones	unreviewed	0.0
Skullcandy S2IKDY-003-Ink'd 2.0 Earbud Headphones with Mic	https://yoshops.com/products/skullcandy-s2ikdy-003-inkd-20-earbud-headphones-with-mic	Headphones	unreviewed	0.0
JBL C300SI Wired Headphones	https://yoshops.com/products/jbl-c300si-wired-headphones	Headphones	Reviewd	4.5
Samsung Blue Earphone Pouch	https://yoshops.com/products/samsung-blue-earphone-pouch	Headphones	unreviewed	0.0
Bose Earphone With Pouch Black	https://yoshops.com/products/bose-earphone-with-pouch-black	Headphones	unreviewed	0.0
Sony-MDR-EX15LP In-Ear Headphones with Mic (Black)	https://yoshops.com/products/sony-mdr-ex15lp-in-ear-headphones-with-mic-black	Headphones	unreviewed	0.0
Sony MDR-EX15AP In-Ear Headphones with Mic (Black)	https://yoshops.com/products/sony-mdr-ex15ap-in-ear-headphones-with-mic-black	Headphones	unreviewed	0.0
Sony AS210 Sports In-ear Headphones	https://yoshops.com/products/sony-as210-sports-in-ear-headphones	Headphones	unreviewed	0.0
"ONLITE HF-8 Champ ECONOMY SERIES HI-FI EARPHONE WITH MIC (Black,White)"	https://yoshops.com/products/onlite-hf-8-champ-economy-series-hi-fi-earphone-with-mic-blackwhite	Headphones	unreviewed	0.0
Realme R-260 Youth BUDS 8 WIRE LES HEADPHONES	https://yoshops.com/products/realme-r-260-youth-buds8-wire-les-headphones	Headphones	unreviewed	0.0
UBON BASS-FACTORY bt-5100 WIRELESS HEADPHONE	https://yoshops.com/products/ubon-bass-factory-bt-5100-wireless-headphone1	Headphones	unreviewed	0.0
Realme 730 Wireless Bluetooth Headphone	https://yoshops.com/products/realme-730-wireless-bluetooth-headphone1	Headphones	unreviewed	0.0
UBON BASS ARMY Wireless Bluetooth Headphone	https://yoshops.com/products/ubon-bass-army-wireless-bluetooth-headphone1	Headphones	unreviewed	0.0
Candytech AirCandy Bluetooth Earbuds(White)	https://yoshops.com/products/candytech-aircandy-bluetooth-earbuds-white	Headphones	unreviewed	0.0
Realme Youth Buds Wireless Magnetic BlueTooth Headphone(Black)	https://yoshops.com/products/realme-young-buds-wireless-magnetic-bluetooth-headphone-black1	Headphones	unreviewed	0.0
Realme Buds 3 Wire Headphone(Black)	https://yoshops.com/products/realme-buds-3-wire-headphone-black1	Headphones	unreviewed	0.0
Boat 325 Wireless Magnetic BlueTooth Headphone(Blue)	https://yoshops.com/products/boat-325-wireless-magnetic-bluetooth-headphone-blue1	Headphones	unreviewed	0.0
UBON CONCH Wireless Bluetooth Speaker	https://yoshops.com/products/ubon-conch-wireless-bluetooth-speaker	Headphones	unreviewed	0.0
UBON ROAR SERIES Wired Earphone	https://yoshops.com/products/ubon-roar-series-wired-earphone1	Headphones	unreviewed	0.0
"UBON GBT-30A WOODEN Wireless Bluetooth Speaker for mobile,laptop,pc"	https://yoshops.com/products/ubon-gbt-30a-wooden-wireless-bluetooth-speaker-for-mobile-laptop-pc1	Headphones	unreviewed	0.0
UBON OCTO BASS SERIES Wired Headphone	https://yoshops.com/products/ubon-octo-bass-series-wired-headphone1	Headphones	unreviewed	0.0
UBON ROCKET SERIES Wired Headphone	https://yoshops.com/products/ubon-rocket-series-wired-headphone1	Headphones	unreviewed	0.0
Realme STEREO Wired Headphone(Black)	https://yoshops.com/products/realme-stereo-wired-headphone-black1	Headphones	unreviewed	0.0
TG 113 Wireless Bluetooth Speaker	https://yoshops.com/products/tg-113-wireless-bluetooth-speaker	Headphones	unreviewed	0.0
WS887 Mini Wireless Bluetooth Speaker	https://yoshops.com/products/ws887-mini-wireless-bluetooth-speaker1	Headphones	unreviewed	0.0
UBON Audiohive NECKBAND Wireless Bluetooth Headphone(Black)	https://yoshops.com/products/ubon-audiohive-neckband-wireless-bluetooth-headphone-black1	Headphones	unreviewed	0.0
UBON ROYAL BASS SERIES Wireless Bluetooth Headphone	https://yoshops.com/products/ubon-royal-bass-series-wireless-bluetooth-headphone	Headphones	unreviewed	0.0
Realme STEREO Wired Earphone(Black)	https://yoshops.com/products/realme-stereo-wired-earphone-black	Headphones	unreviewed	0.0
Realme R40 Wired 3.5mm EARPHONE(Black)	https://yoshops.com/products/realme-r40-wired-3-5mm-earphone-black	Headphones	unreviewed	0.0
PUBG Wired EARPHONE(Black)	https://yoshops.com/products/pubg-wired-earphone-black1	Headphones	Reviewd	4.5
REALME RMA 950 BT EXTRA BASS Wireless Bluetooth Headphone	https://yoshops.com/products/realme-rma-950-bt-extra-bass-wireless-bluetooth-headphone	Headphones	unreviewed	0.0
REALME BASS HEROS Wireless Bluetooth Headphone	https://yoshops.com/products/realme-bass-heros-wireless-bluetooth-headphone1	Headphones	unreviewed	0.0
OnePlus Buds Wireless 2 Bluetooth In the Ear Headphone (Black)	https://yoshops.com/products/oneplus-buds-wireless-2-bluetooth-in-the-ear-headphone-black	Headphones	Reviewd	5.0
Yoshops Extra Bass Stereo Headphone With Mic (Black)	https://yoshops.com/products/yoshops-extra-bass-stereo-headphone-with-mic-black	Headphones	unreviewed	0.0
Hammer KO 2.0 Sports Truly Wireless Earbuds with Type C Bluetooth 5.0 Headset(Black)	https://yoshops.com/products/hammer-ko-2-0-sports-truly-wireless-earbuds-with-type-c-bluetooth-5-0-headset-black1	Headphones	unreviewed	0.0
Hammer Sting Lite In-Ear Wireless Bluetooth Neckband Earphones Black	https://yoshops.com/products/hammer-sting-lite-in-ear-wireless-bluetooth-neckband-earphones-black	Headphones	unreviewed	0.0
"Hammer Airflow True Wireless Earbuds (Blue), 5 Hours Playtime, with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0"	https://yoshops.com/products/hammer-airflow-true-wireless-earbuds-blue-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0	Headphones	unreviewed	0.0
Hammer Sting 2.0 Wireless Bluetooth Neckband Earphones Black with Long Battery Life	https://yoshops.com/products/hammer-sting-2-0-wireless-bluetooth-neckband-earphones-black-with-long-battery-life	Headphones	unreviewed	0.0
boAT Airdopes X3 Bass Wireless Earbuds with Charging Case (White)	https://yoshops.com/products/boat-airdopes-x3-bass-wireless-earbuds-with-charging-case-white	Mobiles Accessories	Reviewd	4.9
Yoshops VR BOX Virtual Reality Glasses Headset 2.0 View Suitable For 4-6 Inch Smartphones	https://yoshops.com/products/yoshops-vr-box-virtual-reality-glasses-headset-2-0-view-suitable-for-4-6-inch-smartphones	Mobiles Accessories	Reviewd	5.0
JBL Tempo On-Ear Headphone With Mic – MS176 (Black)	https://yoshops.com/products/xn-jbl-tempo-on-ear-headphone-with-mic-ms176-black-et05a	Mobiles Accessories	Reviewd	4.9
Boat Rockerz 335 STEREO EARPHONES (Black/Gold)	https://yoshops.com/products/boat-rockerz-335-stereo-earphones-blackgold	Mobiles Accessories	Reviewd	5.0
Zebronics ZEBVR100 Virtual Reality Kit VR box 3D 360 Degree	https://yoshops.com/products/zebronics-zebvr100-virtual-reality-kit-vr-box-3d-360-degree	Mobiles Accessories	Reviewd	4.8
Sony MDR-G45LP On-Ear Street Wired Headphone	https://yoshops.com/products/sony-mdr-g45lp-on-ear-street-wired-headphone	Mobiles Accessories	Reviewd	5.0
"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com"	https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com	Mobiles Accessories	Reviewd	5.0
Nokia BH-103 Bluetooth Stereo Headset with Mic	https://yoshops.com/products/nokia-bh-103-bluetooth-stereo-headset-with-mic	Mobiles Accessories	Reviewd	5.0
MI 10000mAH Li-Polymer Power Bank (Black)	https://yoshops.com/products/mi-10000mah-li-polymer-power-bank-black	Mobiles Accessories	Reviewd	5.0
SAMSUNG Travel Adapter White Battery Charger	https://yoshops.com/products/samsung-travel-adapter-white-battery-charger	Mobiles Accessories	Reviewd	5.0
Samsung Universal Mobile Charger USB Power Wall Adapter	https://yoshops.com/products/samsung-universal-mobile-charger-usb-power-wall-adapter	Mobiles Accessories	Reviewd	5.0
Zebronics Card Reader VR BOX Special Combo	https://yoshops.com/products/zebronics-card-readervr-box-20wireless-mouse-multi-chargeruniversal-adaptor-iphone-head-phone-specaical-combo	Mobiles Accessories	unreviewed	0.0
Auto ePass 2003 FIPS USB Token	https://yoshops.com/products/auto-epass-2003-fips-usb-token	Mobiles Accessories	unreviewed	0.0
Zebronics ZEB-VR Virtual Reality Headset VR BOX	https://yoshops.com/products/zebronics-zeb-vr-virtual-reality-headset	Mobiles Accessories	Reviewd	2.3
Candytech H111i Supersonic Bass earphone Wired Headset With Mic	https://yoshops.com/products/candytech-h111i-supersonic-bass-earphone-wired-headset-with-mic	Mobiles Accessories	unreviewed	0.0
YoShops Multi Pin Cable 4in1	https://yoshops.com/products/yoshops-multi-pin-cable-4in1	Mobiles Accessories	Reviewd	4.2
ZEBRONICS All-In-One USB Card Reader	https://yoshops.com/products/zebronics-all-in-one-usb-card-reader	Mobiles Accessories	unreviewed	0.0
sandisk 8 gb memory card	https://yoshops.com/products/sandisk-8-gb-memory-card	Mobiles Accessories	unreviewed	0.0
"Mini VR BOX Virtual Reality Headsets with ultra 3D glasses Compatible with Android and IOS Devices (Blue, Black)"	https://yoshops.com/products/mini-vr-box-virtual-reality-headsets-with-ultra-3d-glasses-compatible-with-android-and-ios-devices-blue-black	Mobiles Accessories	unreviewed	0.0
Free Gift Value of Rs.999 and Get Free Paytm Money Demat Account	https://yoshops.com/products/free-gift-value-of-rs-999-and-get-free-paytm-money-demat-account	Mobiles Accessories	unreviewed	0.0
"Hammer Airflow True Wireless Earbud with Mic (Black & White), 5 Hours Playtime,with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0"	https://yoshops.com/products/hammer-airflow-true-wireless-earbud-with-mic-black-white-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0	Mobiles Accessories	unreviewed	0.0
"AmbranePowerBank P-1111(white,Blue)"	https://yoshops.com/products/ambranepowerbank-p-1111whiteblue	Mobiles Accessories	unreviewed	0.0
AmbranePowerBank P-1310	https://yoshops.com/products/ambranepowerbank-p-1310	Mobiles Accessories	unreviewed	0.0
USB LED Light Lamp for Computer Laptop-10PC	https://yoshops.com/products/usb-led-light-lamp-for-computer-laptop	Mobiles Accessories	unreviewed	0.0
Quantum QHM 6602-M 6600 mAh(White)	https://yoshops.com/products/quantum-qhm-6602-m-6600-mahwhite	Mobiles Accessories	unreviewed	0.0
Mobile Battery	https://yoshops.com/products/mobile-battery	Mobiles Accessories	unreviewed	0.0
"Wireless Mouse,Multi Charger, Universal Adaptor,Head Phone with Mic,Laptop Led Light"	https://yoshops.com/products/yoo-mouse-yoo-multi-chargersamsung-universal-charger-phone-head-phone-specaical-combo	Mobiles Accessories	unreviewed	0.0
Zebronics ZEB CR-45 sd card reader	https://yoshops.com/products/zebronics-card-reader	Mobiles Accessories	unreviewed	0.0
"Zebronics USB Type C Cable 1 Meter Charging Cable for Samsung, Nokia, LG, HTC, Lenovo, Gionee and other smart phone.(Black)"	https://yoshops.com/products/zebronics-usb-type-c-cable	Mobiles Accessories	unreviewed	0.0
Yo145 OTG Cable	https://yoshops.com/products/yo145-otg-cable	Mobiles Accessories	Reviewd	4.2
Zebronics Blue Bird Bluetooth Earphones	https://yoshops.com/products/zebronics-blue-bird-bluetooth-earphones	Mobiles Accessories	unreviewed	0.0
Zebronics BH504 Bluetooth Headphones with Mic	https://yoshops.com/products/zebronics-bh502-bluetooth-headphones	Mobiles Accessories	Reviewd	4.0
Selfie Stick with Auxiliary Cable	https://yoshops.com/products/selfie-stick-with-auxiliary-cable-colour-black	Mobiles Accessories	unreviewed	0.0
Yo990 Mobile Fan Multicolour	https://yoshops.com/products/yo990-mobile-fan-multicolour	Mobiles Accessories	unreviewed	0.0
Zebronics 2400 mAh Power Bank	https://yoshops.com/products/zebronics-2400-mah-power-bank-white	Mobiles Accessories	Reviewd	5.0
150Mbps Wireless Nano USB Adapter	https://yoshops.com/products/150mbps-wireless-nano-usb-adapter	Mobiles Accessories	unreviewed	0.0
Mini Mushroom Portable Bluetooth Mobile/Tablet Speaker	https://yoshops.com/products/mini-mushroom-portable-bluetooth-mobiletablet-speaker	Mobiles Accessories	Reviewd	4.5
Samsung Ring Stand Holder Gold	https://yoshops.com/products/samsung-ring-stand-holder-gold	Mobiles Accessories	unreviewed	0.0
IPHONE Mobile Charger (White)	https://yoshops.com/products/iphone-mobile-charger-white	Mobiles Accessories	unreviewed	0.0
I Phone car charger	https://yoshops.com/products/i-phone-car-charger	Mobiles Accessories	unreviewed	0.0
Car Charger with Dual USB	https://yoshops.com/products/car-charger-with-dual-usb	Mobiles Accessories	unreviewed	0.0
Dhoni Printed Back Case Cover for Samsung J7	https://yoshops.com/products/dhoni-printed-back-case-cover-for-samsung-j7	Mobiles Accessories	unreviewed	0.0
Jackly Screwdriver Set Tool Kit(Pack of 32)	https://yoshops.com/products/jackly-screwdriver-set-tool-kitpack-of-32	Mobiles Accessories	unreviewed	0.0
Sony AS210 Sports In-ear Headphones	https://yoshops.com/products/sony-as210-sports-in-ear-headphones	Mobiles Accessories	unreviewed	0.0
Zebronics SAGA Portable Bluetooth wireless speaker	https://yoshops.com/products/zebronics-saga-portable-bluetooth-wireless-speaker	Mobiles Accessories	unreviewed	0.0
Zebronics ZEB-EM800 Wired Headset with Mic	https://yoshops.com/products/zebronics-zeb-em800-wired-headset-with-mic	Mobiles Accessories	unreviewed	0.0
Sandisk Ultra Dual 16gb OTG Pen Drive	https://yoshops.com/products/sandisk-dual-16gb-usb-30-otg-pen-drive	Mobiles Accessories	unreviewed	0.0
SanDisk 16 GB memory card	https://yoshops.com/products/sandisk-16-gb-memory-card	Mobiles Accessories	unreviewed	0.0
sandisk 32 gb memory card	https://yoshops.com/products/sandisk-32-gb-memory-card	Mobiles Accessories	unreviewed	0.0
UBon 10000 mAh Power Bank (Black)	https://yoshops.com/products/ubon-10000-mah-power-bank-black1	Mobiles Accessories	unreviewed	0.0
SELFIE STICK cable take pole(Black)	https://yoshops.com/products/selfie-stick-cable-take-pole-black	Mobiles Accessories	unreviewed	0.0
Unix Power Bank 11000 MAH(White)	https://yoshops.com/products/unix-power-bank-11000-mah-white	Mobiles Accessories	unreviewed	0.0
Candytech SPEEDO Dual USB Charger with 2.6 Amp Power	https://yoshops.com/products/candytech-speedo-dual-usb-charger-with-2-6-amp-power	Mobiles Accessories	unreviewed	0.0
Candytech Power Series CT-PB9i 10000 mAh Power Bank	https://yoshops.com/products/candytech-power-series-ct-pb9i-10000-mah-power-bank	Mobiles Accessories	unreviewed	0.0
Candytech Power Series CT-PB10i 20000 mAh Power Bank	https://yoshops.com/products/candytech-power-series-ct-pb10i-20000-mah-power-bank1	Mobiles Accessories	unreviewed	0.0
YOSHOPS TRIPOD STAND 3110(Black)	https://yoshops.com/products/yoshops-tripod-stand-3110-black	Mobiles Accessories	Reviewd	5.0
UBON CONCH Wireless Bluetooth Speaker	https://yoshops.com/products/ubon-conch-wireless-bluetooth-speaker	Mobiles Accessories	unreviewed	0.0
"UBON GBT-30A WOODEN Wireless Bluetooth Speaker for mobile,laptop,pc"	https://yoshops.com/products/ubon-gbt-30a-wooden-wireless-bluetooth-speaker-for-mobile-laptop-pc1	Mobiles Accessories	unreviewed	0.0
TG 113 Wireless Bluetooth Speaker	https://yoshops.com/products/tg-113-wireless-bluetooth-speaker	Mobiles Accessories	unreviewed	0.0
WS887 Mini Wireless Bluetooth Speaker	https://yoshops.com/products/ws887-mini-wireless-bluetooth-speaker1	Mobiles Accessories	unreviewed	0.0
GT-112 Portable Wireless Bluetooth Speaker	https://yoshops.com/products/gt-112-portable-wireless-bluetooth-speaker	Mobiles Accessories	unreviewed	0.0
A0-105 Portable Wireless Bluetooth Speaker	https://yoshops.com/products/a0-105-portable-wireless-bluetooth-speaker	Mobiles Accessories	unreviewed	0.0
A-031 Portable Wireless Bluetooth Speaker	https://yoshops.com/products/a-031-portable-wireless-bluetooth-speaker	Mobiles Accessories	Reviewd	5.0
"Ladies Small Hand Bag Color(Balck,Pink,Green)"	https://yoshops.com/products/ladies-small-hand-bag-color-balck-pink-green	Mobiles Accessories	unreviewed	0.0
"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker"	https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker	Mobiles Accessories	Reviewd	5.0
Hammer KO 2.0 Sports Truly Wireless Earbuds with Type C Bluetooth 5.0 Headset(Black)	https://yoshops.com/products/hammer-ko-2-0-sports-truly-wireless-earbuds-with-type-c-bluetooth-5-0-headset-black1	Mobiles Accessories	unreviewed	0.0
Hammer Sting Lite In-Ear Wireless Bluetooth Neckband Earphones Black	https://yoshops.com/products/hammer-sting-lite-in-ear-wireless-bluetooth-neckband-earphones-black	Mobiles Accessories	unreviewed	0.0
"Hammer Airflow True Wireless Earbuds (Blue), 5 Hours Playtime, with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0"	https://yoshops.com/products/hammer-airflow-true-wireless-earbuds-blue-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0	Mobiles Accessories	unreviewed	0.0
"Hammer Pulse Oximeter Unisex Smartwatch with Body-Temp Sensor Monitoring, Calling and Activity Tracker"	https://yoshops.com/products/hammer-pulse-oximeter-unisex-smartwatch-with-body-temp-sensor-monitoring-calling-and-activity-tracker	Mobiles Accessories	unreviewed	0.0
Hammer Sting 2.0 Wireless Bluetooth Neckband Earphones Black with Long Battery Life	https://yoshops.com/products/hammer-sting-2-0-wireless-bluetooth-neckband-earphones-black-with-long-battery-life	Mobiles Accessories	unreviewed	0.0
Reliance Jio Phone	https://yoshops.com/products/reliance-jio-phone1	Feature Keypad Mobiles	Reviewd	4.8
Reliance Jio Phone 2	https://yoshops.com/products/reliance-jio-phone-2	Feature Keypad Mobiles	Reviewd	4.9
Samsung-Metro-350-White	https://yoshops.com/products/samsung-metro-350-white	Feature Keypad Mobiles	unreviewed	0.0
Nokia 105 Single sim (Black)	https://yoshops.com/products/nokia-105-single-sim-black	Feature Keypad Mobiles	unreviewed	0.0
Ui Smart 5605N keypad phone Dual Sim(Black)	https://yoshops.com/products/ui-smart-5605n-keypad-phone-dual-sim-black	Feature Keypad Mobiles	Reviewd	5.0
Micromax X412 (Black)	https://yoshops.com/products/micromax-x412-black1	Feature Keypad Mobiles	unreviewed	0.0
Micromax X381(Black)	https://yoshops.com/products/micromax-x381-black	Feature Keypad Mobiles	unreviewed	0.0
Itel U10 (Black)	https://yoshops.com/products/itel-u10-black1	Feature Keypad Mobiles	unreviewed	0.0
Lava A1 Josh (Black)	https://yoshops.com/products/lava-a1-josh-black	Feature Keypad Mobiles	Reviewd	4.5
Zebronics External TV Tuner Card TL1010	https://yoshops.com/products/zebronics-external-tv-tuner-card-tl1010	Laptops	Reviewd	4.9
JBL Tempo On-Ear Headphone With Mic – MS176 (Black)	https://yoshops.com/products/xn-jbl-tempo-on-ear-headphone-with-mic-ms176-black-et05a	Laptops	Reviewd	4.9
Zebronics ZEB-U740 UPS 600VA	https://yoshops.com/products/zebronics-zeb-u740-ups-600va	Laptops	Reviewd	5.0
Dell KB216 Multimedia USB Wired Keyboard	https://yoshops.com/products/dell-kb216-multimedia-usb-wired-keyboard	Laptops	Reviewd	5.0
Zebion Gamepad	https://yoshops.com/products/zebion-gamepad	Laptops	Reviewd	5.0
Zebronics ZEBVR100 Virtual Reality Kit VR box 3D 360 Degree	https://yoshops.com/products/zebronics-zebvr100-virtual-reality-kit-vr-box-3d-360-degree	Laptops	Reviewd	4.8
"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com"	https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com	Laptops	Reviewd	5.0
Zebronics Radiant Multimedia Gaming Keyboard	https://yoshops.com/products/zebronics-radiant-multimedia-gaming-keyboard	Laptops	Reviewd	5.0
QUECHUA Ultra-Compact Backpack10-Litre - Black	https://yoshops.com/products/quechua-ultra-compact-backpack10-litre-black	Laptops	Reviewd	5.0
QUECHUA Mini Laptop Bag 10 Liter- Red/Black	https://yoshops.com/products/quechua-laptop-bag	Laptops	Reviewd	5.0
Zebronics ZEB-16A 16 inch (39.6 cm) LED Monitor Full HD	https://yoshops.com/products/zebronics-zeb-16a-16-inch-396-cm-led-monitor-full-hd	Laptops	Reviewd	5.0
Zebronics Card Reader VR BOX Special Combo	https://yoshops.com/products/zebronics-card-readervr-box-20wireless-mouse-multi-chargeruniversal-adaptor-iphone-head-phone-specaical-combo	Laptops	unreviewed	0.0
Auto ePass 2003 FIPS USB Token	https://yoshops.com/products/auto-epass-2003-fips-usb-token	Laptops	unreviewed	0.0
Boat Rockerz 225 Metal Wireless Bluetooth Headset with Mic (Black)	https://yoshops.com/products/boat-rockerz-225-metal-wireless-bluetooth-headset-with-mic-black	Laptops	unreviewed	0.0
Candytech H111i Supersonic Bass earphone Wired Headset With Mic	https://yoshops.com/products/candytech-h111i-supersonic-bass-earphone-wired-headset-with-mic	Laptops	unreviewed	0.0
Y0-100 Wireless Mouse	https://yoshops.com/products/y0-100-wireless-mouse	Laptops	Reviewd	5.0
Zebion Ergo PS2 USB Keyboard (Black and Red Keys)	https://yoshops.com/products/zebion-ergo-ps2-usb-keyboard-black-and-red-keys	Laptops	unreviewed	0.0
Ultra Thin Keyboard Cover for Laptop Keyboard	https://yoshops.com/products/ultra-thin-keyboard-cover-for-laptop-keyboard1	Laptops	unreviewed	0.0
Casio MJ-12SA Desktop Calculator -Black	https://yoshops.com/products/casio-mj-12sa-desktop-calculator-black	Laptops	unreviewed	0.0
Zebronics 18.5 inch Full HD LED Monitor	https://yoshops.com/products/zebronics-185-inch-full-hd-led-monitor	Laptops	unreviewed	0.0
Zebronics ZEB-A19 19-inch LED Monitor	https://yoshops.com/products/zebronics-zeb-a19-19-inch-led-monitor	Laptops	unreviewed	0.0
QUECHUA LAPTOP Bag BACKPACK 20 Litre - GREY	https://yoshops.com/products/quechua-laptop-backpack-20-litre-grey	Laptops	unreviewed	0.0
ZEBRONICS All-In-One USB Card Reader	https://yoshops.com/products/zebronics-all-in-one-usb-card-reader	Laptops	unreviewed	0.0
Free Gift Value of Rs.999 and Get Free Paytm Money Demat Account	https://yoshops.com/products/free-gift-value-of-rs-999-and-get-free-paytm-money-demat-account	Laptops	unreviewed	0.0
"Hammer Airflow True Wireless Earbud with Mic (Black & White), 5 Hours Playtime,with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0"	https://yoshops.com/products/hammer-airflow-true-wireless-earbud-with-mic-black-white-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0	Laptops	unreviewed	0.0
Micromax Canvas Lapbook	https://yoshops.com/products/micromax-canvas-lapbook	Laptops	Reviewd	4.3
iBall Excelance CompBook 11.6-inch Laptop	https://yoshops.com/products/iball-excelance-compbook-116-inch-laptop	Laptops	Reviewd	5.0
Lenovo IdeaPad 100S-11 11.6-inch Laptop	https://yoshops.com/products/lenovo-ideapad-100s-11iby-116-inch-laptop	Laptops	Reviewd	3.0
USB LED Light Lamp for Computer Laptop-10PC	https://yoshops.com/products/usb-led-light-lamp-for-computer-laptop	Laptops	unreviewed	0.0
"Zebion Glider Wireless Mouse(Black,White)"	https://yoshops.com/products/zebion-glider-wireless-mouseblackwhite	Laptops	unreviewed	0.0
Zebronics ZEB CR-45 sd card reader	https://yoshops.com/products/zebronics-card-reader	Laptops	unreviewed	0.0
Zebronics ZEB-K11 USB keyboard (Black)	https://yoshops.com/products/zebronics-zeb-k11-usb-keyboard-black	Laptops	unreviewed	0.0
Quantum mini usb keyboard	https://yoshops.com/products/quantum-mini-usb-keyboard	Laptops	unreviewed	0.0
Yo215 Wireless Keyboard	https://yoshops.com/products/yo215-wireless-keyboard	Laptops	unreviewed	0.0
Zebronics Blue Bird Bluetooth Earphones	https://yoshops.com/products/zebronics-blue-bird-bluetooth-earphones	Laptops	unreviewed	0.0
Zebronics Neon Optical USB Mouse Black	https://yoshops.com/products/zebronics-neon-optical-usb-mouse-black	Laptops	unreviewed	0.0
SECUPIX USB MOUSE - MU2011	https://yoshops.com/products/secupix-usb-mouse-mu2011	Laptops	unreviewed	0.0
Zebronics Ride Wireless Optical Mouse	https://yoshops.com/products/zebronics-wireless-optical-mouse	Laptops	Reviewd	5.0
Zebion Ergo Wireless Slim Fit G1600 Keyboard and Mouse	https://yoshops.com/products/zebion-ergo-wireless-slim-fit-g1600-keyboard-and-mouse	Laptops	unreviewed	0.0
Logitech MK220 Wireless Keyboard and Mouse Combo	https://yoshops.com/products/logitech-mk220-wireless-keyboard-and-mouse-combo	Laptops	Reviewd	5.0
Logitech Mk235 Wireless Keyboard Mouse Combo-Black	https://yoshops.com/products/logitech-mk235-wireless-keyboard-mouse-combo-black	Laptops	unreviewed	0.0
zebronics keyboard mouse combo	https://yoshops.com/products/zebronics-keyboard-mouse-combo	Laptops	unreviewed	0.0
150Mbps Wireless Nano USB Adapter	https://yoshops.com/products/150mbps-wireless-nano-usb-adapter	Laptops	unreviewed	0.0
Mini Mushroom Portable Bluetooth Mobile/Tablet Speaker	https://yoshops.com/products/mini-mushroom-portable-bluetooth-mobiletablet-speaker	Laptops	Reviewd	4.5
Jackly Screwdriver Set Tool Kit(Pack of 32)	https://yoshops.com/products/jackly-screwdriver-set-tool-kitpack-of-32	Laptops	unreviewed	0.0
32 GB Pen Drive Sandisk	https://yoshops.com/products/32-gb-pen-drive-sandisk	Laptops	unreviewed	0.0
Zebronics SAGA Portable Bluetooth wireless speaker	https://yoshops.com/products/zebronics-saga-portable-bluetooth-wireless-speaker	Laptops	unreviewed	0.0
Sandisk Ultra Dual 16gb OTG Pen Drive	https://yoshops.com/products/sandisk-dual-16gb-usb-30-otg-pen-drive	Laptops	unreviewed	0.0
QUECHUA Kid's Tablet Bags-Cases Backpack 15Liter - Blue	https://yoshops.com/products/quechua-kids-tablet-bags-cases-backpack-15liter-blue	Laptops	unreviewed	0.0
KIPSTA Sports Laptop Backpack 17Liter- Grey/Yellow	https://yoshops.com/products/kipsta-sports-laptop-backpack-17liter-greyyellow	Laptops	unreviewed	0.0
QUECHUA Laptop Bag 20 Litre (Yellow)	https://yoshops.com/products/quechua-laptop-bag-20-litre-yellow	Laptops	unreviewed	0.0
UBON CONCH Wireless Bluetooth Speaker	https://yoshops.com/products/ubon-conch-wireless-bluetooth-speaker	Laptops	unreviewed	0.0
"UBON GBT-30A WOODEN Wireless Bluetooth Speaker for mobile,laptop,pc"	https://yoshops.com/products/ubon-gbt-30a-wooden-wireless-bluetooth-speaker-for-mobile-laptop-pc1	Laptops	unreviewed	0.0
